article;lang
μαύρου τίναζιν απου καμιά ρουφσιά κι ήλιγιν αράδα ν ακούν κι οι άλλ ;nothern
 Ιά αυτό είνι κρασί μαύρου κι είπαν κι τ άλλα Τέτοιου πράγμα χρόνια είχαμι;nothern
να φκιάσουμι πηχτό να του μάεις στου μαντήλ Να κρατήσου μιά βαρέλα κι να;nothern
πίνου απ ουλίγ ουλίγου ουόλου τουν χρόνου ;nothern
 Κάθι χρόνου ρα πάππου αυτά λές κι άμα του βάλτς μπρουστά τ Άη;nothern
Θανασιού απ γιουρτάζ ου μπαμπάς μ δέν έχουμι να κιράσουμι τς φίλ Ιένα;nothern
πουτάμ κρασί νάχς τα του σώεις Όχ τα σι φτάσ μιά βαρέλα να πίν τς όλου του;nothern
χρόνου ;nothern
Τουν ήλιγιν κι δέν τουν ήλιγιν ου αμψιός τ ου Ντίνας Αυτά τα μασλάτια ου;nothern
Κουσταντής τα βάρινιν στου κφό κι έκαμνιν αυτό απ τουν ήλιγιν του θκό τ του;nothern
μπυαλό ουόχ τί χανα πεί ου ένας κι ου άλλους ;nothern
Σάν ήρθιν η ώρα κι καζάνιασαν ν πρώτ ν καζανιά κίν τσιν ου γιός τ ου Νάτσιους;nothern
απ του σπίτ για του καζάν Απου κουντά κι ου Κουσταντής μι τα σιέα στα χέρια;nothern
 ιένα σακούλ μ αλεύρ για του ζ μάρ ν ακουλνούν του καπάκ κι του τόξου κι;nothern
τουν τρουβά στουν ώμου γιουμάτουν ιένα πλαστό ψουμί ιένα πνάκ μι τυρί ιένα;nothern
πνάκ μι ξινάδια μιά σακούλα μι γιλιές κάνα δυό ρέγκις Όλα αυτά μιζέν να;nothern
κιράσουμι κάναν πιραστικό να δουκιμάσουμι ν κινούργια τ ρακή ;nothern
 Καλ μέρα σας Καλή χρουνιά Καλό έξουδου τ ρακή Νάμιστι γιροί κάθι;nothern
χρόνου τέτοιουν κιρό να κάμνουμι όλα τα χρέα μι ν κινούργια τ ρακή να;nothern
κιράσουμι συμπιθιροί σι γιουρτάσια αρραβώνις κι χαρές ;nothern
Τάπιν όλα ου πάππους ου Κουσταντής σάν στάθκιν στουν κατώφιλου τς;nothern
πόρτας απ του καζάν Ιέδουκιν τουν τρουβά τουν αμψιό τ τουν Ντίνα του;nothern
σακούλ μι τ αλεύρ τουν καζαντζή κι έκατσιν στου μιντιρλίκ άντικρα σην;nothern
παρσχιά να καμαρώσ τ φουτιά ;nothern
Πιραστικοί κι χασουμέρδις μαζώνουντι στα καζάνια να πιούν καμιά ρακή ή;nothern
κάνα κρασί ν ακούσν κάνα χαμπέρ να πούν τίπουτα να ρουτήσν να μάθν;nothern
 κοπανούσε καμιά γουλιά ;nothern
 να κεράσουμε τους επισκέπτες ;nothern
 50 ;nothern
 ποιός έκαμιν τσίπουρα αρχύτιρα ποιός κάμ τώρα ποιός υστιρότιρα να;nothern
πιράσ κι ψίχα η ώρα γιατι η δλειά είνι αργή η ρακή σιγανή τρέχ έναργα έναργα ;nothern
Μέσα αυτού πιρνάει κι κάνας πουλύξιρους βάν ψίχα ρακή απ του γουλά στου;nothern
πουτήρ κι μιτράει μι του στόμα τα γράδα Άιντι Κόψ τι την τώρα αδυνάτσιν Τα;nothern
γιμώσ ου τσέντζιαρς λιούρου Κι ας έχ ώς εικουσπέντι γράδα ;nothern
Σι κάνα δυό ώρις βγήκιν η πρώτ η καζανιά Ξικαζάνιασαν ιέβγαλαν τα;nothern
τσίπουρα τάριξαν όξου μι του καρπουλόι καθάρσαν του καζάν ιέριξαν κινούργια;nothern
τσίπουρα κι κρασί κι ψίχα νιρό ιέβαλαν του καπάκ του τόξου τ ακόλτσαν μι;nothern
ζ μάρ γιόμουσαν ν παρσχιά ξύλα κι σάν κίν τσιν η φουτιά λέει ου Νάτσιους τουν;nothern
γιό τ τουν Ντίνα ;nothern
 Σήκου ρα Ντίνα τράβα στου σπίτ πάρι τ γουμάρα φόρτουσι τς;nothern
παπαμανόλδις έναν στη μιάν τ μιρά έναν σν άλλην κρέμασι κι τς μκρές τς;nothern
ντραματζάνις στα κουτσάκια απ του σαμάρ βάλι του σακί μι του γλυκάντζου στου;nothern
μισουσάμαρου κι πέ τς γυναίκις να βάλν έναν ταβά φασούλια του μισ μέρ να τα;nothern
φέρν ιδώ να φάμι ιμείς να φλέψουμι κι τουν καζαντζή ;nothern
Δέν πρόφτασιν να βγεί ου Ντίνας απου ν πόρτα σ κώνιτι ου πάππους ου;nothern
Κουσταντής απ του μιντιρλίκ κι τουν λέει ;nothern
 Όι Ντίνα τώρα απ ταρθείς ιδώ πάρι κι τ φτσέλα ν τρανή γιόμουσέ την;nothern
μαύρου κρασί κι φέρτην να κιράσουμι κάναν φίλου να πιούμι κι ιμείς καμιά;nothern
ρουφσιά Στέγνουσιν του στόμα μας ;nothern
Σάν έφυγιν ου Ντίνας για του σπίτ όπους ήταν σκυμμένους ου Νάτσιους σην;nothern
παρσχιά κι ταίριαζιν τα ξύλα σ κώνιτι ουρθός γυρνάει κατα τουν πάππου τουν;nothern
τηράει άγρα κι τουν λέει ;nothern
 Τήρα Κουσταντή τα χούια σ τα ξέρουμι ιμείς οι σπιτιακοί Κανόν τσι να τα;nothern
μάθν κι στου καζάν ;nothern
 Ιέ ρα Νάτσιου Καλά είνι Nα κάθουμέστι στα μούτ κα να τηρούμι τ φουτιά ;nothern
Ιά τα ρθεί ένας φίλους ένας πιραστικός να μας πεί του χαϊρλήθκου για τ ρακή να;nothern
μήν έχουμι ένα κρασί να τουν κιράσουμι απουκρίθκιν ου Κουσταντής κι σ κώθκιν;nothern
 τσίπουρο κατώτερης ποιότητας ;nothern
 νταμιτζάνες χωρίς ψάθα ;nothern
 να κεράσουμε κανέναν επισκέπτη ;nothern
 51 ;nothern
ουρθός πάει στου γουλά ιέσκυψιν ιέβαλιν του δάχτυλου ικεί πότριχιν η ρακή κι;nothern
τόβαλιν στου στόμα τ ;nothern
 Τα βγάλουμι καλή ρακή φέτου ήταν γλυκά τα σταφύλια κι η χρουνιά καλή ;nothern
Καζάνιασι ξικαζάνιασι πέρασιν η ώρα Κατα του σούρουπου σώθκαν οι;nothern
τσιπουρίσις οι καζανιές κι πήραν να καζανιάσν μιταβγαλ μέν ιέπλυναν καλά του;nothern
καζάν του τόξου κι τ λάντζα κι του γιόμουσαν ρακή ιέριξαν μέσα του;nothern
γλυκάντζου κάνα δυό τρείς ρόκις καλαμπούκ ιέφκιασαν φρέσ κου ζ μάρ ;nothern
ακόλτσαν του καπάκ κι του τόξου διάλιξιν ου Νάτσιους χουντρά στρόγγυλα ξύλα ;nothern
τ αράδιασιν καλά κι έκατσαν ουόλ άλλ στου μιντιρλίκ άλλ σι κάνα σκαμνί γιατι;nothern
η μιταβγαλμέν αργάει θέλ έγνοια κι τα μάτια δικατέσσιρα στου γουλά να μήν;nothern
ξιράσ κι πααίν χαμένου του πράγμα ;nothern
Σάν πέρασιν ώς μσή ώρα χίρσιν να τρέχ η ρακή Μουσκουβόλτσιν του;nothern
καζάν Πήριν ου Νάτσιους του γραδόμιτρου μέτρησιν κι είχιν τριανταένα γράδα ;nothern
 Καμιά ουκά απου ν πρώτ βάλτι σ ένα γυαλί αχώρια να ν έχουμι για;nothern
τρίψιμου είπιν ου Κουσταντής κι πήριν ένα γυαλί απ τουν τρουβά μι τα σιέα ;nothern
τόδουκιν του Νάτσιου αυτός του γιόμουσιν του στούπουσιν καλά κι τόβαλιν ξανά;nothern
στουν τρουβά ;nothern
 Καλησπέρα σας Κι τ χρόν του καζάνι σας Να πιείτι τ ρακή μι υγεία Καλό;nothern
έξουδου ;nothern
Σην πόρτα στέκουνταν ου Ντόνας ένας Σκαρκιώτς προυβατιάης Κατέφκιν;nothern
στου καζάν να ρουτήσ άν μπουρεί να πάρ καμιά μέρα καμόσα φουρτιά;nothern
τσίπουρα μι τ γουμάρα να τα ρίξ όξου απ του μαντρί να τρών άμα έχν όριξ τα;nothern
πρόβατα απου καμιά τσιπουτσίνα ;nothern
 Ιέλα ταχιά κι πάρι όσα θέλτς τουν απουκρίθκιν ου Γιώρς ου καζαντζής ;nothern
 Ιέλα ρα Ντόνα να σι κιράσουμι ένα κρασί μιά ρακή κι ότ θέλτς Κάτσι κουντά;nothern
μας ιδώ στου μιντιρλίκ Σήμιρα είνι η μέρα μας φώναξιν ου Κουσταντής κι;nothern
σ κώθκιν πρώτους να κάτσ ου φίλους ;nothern
 να κάτσει ο επισκέπτης ;nothern
Ου Ντόνας ήταν ψίχα σκιαγμένους αντράπκιν κι ουλίγου κουντουστάθκιν ;nothern
ιέκαμαν μέρους οι άλλ ιέκατσιν κι αυτός ανάμισα κι χίρσιν να τηράει μιάν τ φουτιά ;nothern
μιάν του γουλά Κάπουτι κι άλλου άμα ημίριψιν ψίχα ρουτάει του Νάτσιου ;nothern
 Ιέχ ώρα απ χίρσιν να τρέχ η ρακή Τραβάει καλά ρα Νάτσιου Τί λέει τα;nothern
γιμώσν φέτου οι ντραματζάνις ;nothern
 Ιέχ κάνα δυό ώρις απ χίρσιν να τρέχ απουκρίθκιν ου Ντίνας απ ;nothern
στέκουνταν ουρθός κουντά σην καρούτα μι του νιρό Δέν πρόφτασιν να πεί κάνας;nothern
τίπουτα κι λέει ου Ντόνας ;nothern
 Ιά ιγώ απ δέν πίνου τακτικά ρακή κι είμι μαθμένους στου γάλα τα καταλάβου;nothern
τί ρακή βγάν τι κι πόσα γράδα έχ ;nothern
Σ κώνιτι μι μιάν απ του μιντιρλίκ παίρν ένα ρακουπότηρου απ τούχαν να;nothern
δουκιμάζν σκύβ στου γουλά κι του γιμώζ Του τηράει μιάφρα στ λάμπα κι του;nothern
τνάζ όλου Στάθκιν ψίχα μι του στόμα ανοιχτό κι τα μάτια τζιβουμένα πήριν ανάσα;nothern
κι λέει μ ένα χαβά ;nothern
 Είνι αδύνατ η ρακή κόψτι την κι βάλ τι άλλ καζανιά Μή χαραμίζ τι ν ώρα ;nothern
 Δέν κατάλαβις καλά μ ένα πουτήρ Δέν βάν τς κόμα ένα τουν λέει ου;nothern
Σκύβ ξανά ου Ντόνας γιμώζ πάλι του πουτήρ κι του τνάζ πάλι στουν πάτου ;nothern
Χίρσαν να τηριούντι οι άλλ στα μάτια κι να ρουτιούντι ;nothern
 Τώρα τί τα γέν Αυτήν η ρακή έχ ώς τριάντα γράδα πώς τ αντέξ ου Ντόνας ;nothern
καθώς είνι κι ψίχα άμαθους ;nothern
Ιέκατσαν πάλι ουόλ στου μιντιρλίκ μούνγκι ου Ντίνας άνξιν ν πόρτα κι βγήκιν;nothern
ουόξου ιέκατσιν κι ου Ντόνας σι μιά άκρα κι όπους τηρούσιν τ φουτιά θέλτς η;nothern
γιρή η ρακή θέλτς η αμαθουσύν βάισιν κι τουν πήριν ου ύπνους ;nothern
Ξημέρουσιν η μέρα έσουσαν του μιτάβγαλμα έμασαν τ ρακή φόρτουσαν τ ;nothern
γουμάρα μι τα σιέα ήρθιν άλλους νοικουκύρς μι τσίπουρα καζάνιασιν κι ου Ντόνας;nothern
ακόμα να ξυπνήσ ;nothern
 Ήταν ανάγκ να τουν πείς να δουκιμάσ τ ρακή Τήρα τουν τώρα δέ μπουρεί;nothern
ου καζαντζής ου Γιώρς να τουν σ κώσ Ντίπ μουτάθκιν είπιν ου Νάτσιους τουν;nothern
γιό τ τουν Ντίνα σάν κίν τσαν για του σπίτ ;nothern
 Καλά να τουν γέν να μάθ άλλ φουρά να μήν κάμ τουν πουλύξιρου Άς;nothern
παϊαίν τώρα τα πρόβατα στουν Αρίνταγα κι να τα τραγδάει μιά βδουμάδα ;nothern
απουκρίθκιν ου Ντίνας κι γέλασαν ουόλ ;nothern
Τα καζάνια τάχν αυτά πότι καλά πότι χαζά Του κρασί κι η ρακή δέ σ κών ν;nothern
πιρηφάνις κι νταηλίκια θέλν καλό κουμάντου ;nothern
 Στα αποστακτήρια συμβαίνουν αυτά ;nothern
 54 ;nothern
 5 Ου Βαγγέλτς ου σαλπιγκτής;nothern
 Έβγα ρα Λιόλιου στουν κιουσέ να ιδείς ποιός είν αυτός π λαλάει τ ;nothern
σάλπιγγα κι μας πήριν του κιφάλ τόσις ώρις έκραξιν ου πάππους ου Νικόλας τουν;nothern
αμψιό τ ;nothern
Πρόθυμους ου Λιόλιους ήφιριν φούρλα του σουκάκ κι γύρσιν στου σπίτ να;nothern
πεί τουν πάππου τ τί είδιν ;nothern
 Πάππου είνι ένας φαντάρους μι κιλότα κι γκέτις στου σπίτ τς Τσιτσιώνας ;nothern
ουπάν στ ανώι Έχ στου στόμα μιά σάλπιγγα κι πααίν πέρα δώθι ;nothern
 Άιντι Καλώς τα δέθκαμι ήρθιν ου Βαγγέλτς λέει ου πάππους ;nothern
Ου Βαγγέλτς ήταν ου γιός τς Τσιτσιώνας του καμάρι τς του μουναχουπαίδ ;nothern
χρόνια φαντάρους μόνιμους μι ειδικότητα σαλπιγκτής ;nothern
Ήρθαν τα χρόνια σώθκιν η θητεία απουλύθκιν γύρσιν στου σπίτ ;nothern
Παράδουκιν του δίκουχου κράτσιν όλα τα σιέα κι ήφιριν σην Τσιτσιώνα ώς κι τ ;nothern
σάλπιγγα ;nothern
Δίπλα απ του σπίτ τ Βαγγέλ ήταν του μπακάλ κου τ Αργύρ ψίχα παραπάν του;nothern
μπακάλ κου τ Θόδουρ κι απτικεί κι σιαπάν χιρνούσιν η Σκΐρκα μι τα στινά τα;nothern
σουκάκια κι τα γκαλντιρίμια ;nothern
Του μπακάλ κου είχιν όλα τα πράγματα μέσα ουότ χράζουνταν ένα;nothern
νοικουκυριό Πλούσιν απ όλα ;nothern
Τουν χειμώνα μουσκουβουλούσιν αρμύρα απ τουν μπακαλιάρου τς ρέγκις κι;nothern
τα ζιαμπόχιλα ;nothern
Σάν άνοιγιν η πόρτα στ μιά τ μιρά ήταν αραδιασμένα σακιά μι φασούλια ;nothern
φακή ρουβίθια ξυλουκέρατα ρύζ κι ζάχαρ ;nothern
 φώναξε ο γερο Νικόλας τον εγγονό του ;nothern
 55 ;nothern
Σν άλλην ήταν ου μπάγκους μι ν πλάστιγκα κι τα δράμια ουπάν τα γκιβέτσια;nothern
μι τουν χαλβά τουν ταχινίσιου τα κιφάλια κιφαλουτύρ κι κασέρ η κάσα μι τς;nothern
ρέγκις κι τα λουκούμια ;nothern
Μπρουστά απ τουν μπάγκου τα βαρέλια μι τς γιλιές τα σακιά μι τουν;nothern
μπακαλιάρου κι τα ζιαμπόχιλα ;nothern
Σν αράδα οι τινικέδις μι του λάδ μι κριμασμένα τα κατουστάρια για του;nothern
ζύιασμα παραμέσα οι τινικέδις μι του γκάζ ψίχα μακρύτιρα να μήν;nothern
ανακατώνουντι κι βρουμούν γκαζές ;nothern
Καρφουμένα τα ράφια στα ντ βάρια γιουμάτα σαπούνια κουνσέρβις ;nothern
λαμπουγυάλια φτίλια για τς λάμπις κι άλλα πουλλά ;nothern
Απ του νταβάν κρέμουνταν του καν τάρ κι καμόσα διμάτια τσιάι φλαμούρ ;nothern
καντιλίνα κι ρίγαν ;nothern
Όλα αυτά ήταν στου μσό του μαγαζί παραμέσα ήταν άδειου είχιν μούνγκι;nothern
τραπέζια κι μπάγκ ;nothern
Ου μπακάλτς μι τ μακρά τ μισάλα ζουσμέν άμα ιέρχουνταν ου πιλάτς να;nothern
ψουνίσ στέκουνταν ουρθός κι καρτιρούσιν παραγγιλιά να κατιβάσ τίπουτα απ τα;nothern
ράφια ή να ζ γιάσ ;nothern
Αυτοί πόρχουνταν για καμιά κούπα πιρνούσαν μπρουστά τ τουν καλημέρζαν;nothern
κι τραβούσαν παραμέσα κάθουνταν παρέις παρέις στα τραπέζια κι αυτός όλου;nothern
πιρηφάνεια για του κρασί κι τ ρακή πούχιν του μαγαζί τς γιόμουζιν τα πουτήρια τί;nothern
ήπινιν ου καθένας κι τ αράδιαζιν ουπάν στα τραπέζια ;nothern
Κάθι βράδ ύστρα απ τη δλειά κατέβιναν οι Σκαρκιώτ στα μπακάλ κα πότι;nothern
στου ένα πότι στ άλλου τίναζαν καμόσις κούπις ήλιγαν τα θκά τς κι κατα πώς;nothern
άντιχιν ου καθένας έπιρναν τουν ανήφουρου για τα σπίτια τς άλλους πααίνουντας;nothern
μιάν απτιδώ κι μιάν απτικεί κι άλλους να νταϊκώνιτι στα ντ βάρια ουώσπου να βρεί;nothern
ου καθένας ν πόρτα τ ;nothern
Ου Βαγγέλτς αφού βάρισιν κάνα δυό φουρές τ σάλπιγγα για συμπαράταξ ;nothern
χτινίσ κιν βουρτσίσ κιν τιριάσ κιν ετοιμάστηκε καλά κρέμασιν τ σάλπιγγα σ ένα;nothern
καρφί στ ανώι κι κίν τσιν ν ανταμώσ ν παρέα τ ;nothern
Χαρές κιράσματα καλός πουλίτς στου μπακάλ κου τ Αργύρ Δώσ του ;nothern
Βαγγέλ ακόμα ένα Ήρθαν όλ στου κέφ χίρσαν να τραγδούν ;nothern
 56 ;nothern
Σ κώθκαν απ τουν Αργύρ πήγαν κι στουν Θόδουρου άλλα κιράσματα ικεί ;nothern
καλουσουρίσματα κι Βάλι Γίνγκαν όλ κουδούνια κι ου Βαγγέλτς απ τ χαρά τ ;nothern
πρώτους απ όλνους ;nothern
Αφού τς φουβέριξιν ου Θόδουρους απ τα τς γράψ ου χουρουφύλακας ;nothern
κίν τσιν ου καθένας για του σπίτι τ κι ου Βαγγέλτς για του θκό τ αλλα πήριν κι ν;nothern
παρέα τ του Χαρίσ κι τουν Πέτρου Μισάνυχτα κι ουλίγου έκατσαν στ ανώι ;nothern
Σ κώθκιν η Τσιτσιώνα τς κέρασιν κρασί ήπιαν κάνα δυό κι λέει ου Πέτρους;nothern
τουν Βαγγέλ ;nothern
 Σήκου ρα πάρι τ σάλπιγγα κι παίξι μας ψίχα να σ ακούσουμι πώς έπιζις;nothern
στου στρατό ;nothern
Ξικριμνάει ου Βαγγέλτς τ σάλπιγγα απ του καρφί τ φσάει μιάφρα να μή;nothern
στάθκιν κάνα μπάμπαλου κι χιρνάει να παίζ ;nothern
Ταράθκιν τραντάχτηκε τ ανώι Κνήθκαν τα τζιάμια στα παραθύρια απ όλα τα;nothern
σπίτια γύρου γύρου κι καθώς ήταν μισάνυχτα πιρασμένα κι έκαμνιν ησυχία ;nothern
ιέβαζαν τα σουκάκια σ όλου τουν μαχαλά ;nothern
Κι τί δέν έπιξιν ου Βαγγέλτς ιγιρτήριου σιουπητήριου βήμα μάρσ συσσίτιου ;nothern
τς Θουδώρις νουμή για τα μπλάρια συμπαράταξ κι όλα όσα είχιν μάθ στου;nothern
στρατό ;nothern
Πιταρίσ καν φτεροκοπήθηκαν οι αρνίθις στα κουμάσια κι χίρσαν τα πιτνάρια;nothern
να λαλούν Λαχτάρσαν οι γκάλτσις κι πέτασαν νύχτα κράζουντας κρά κρά ;nothern
Αγκάρζαν τα γουμάρια χλιμτρούσαν τα μπλάρια κι τ άλουγα στ αχούρια τα σ κλιά;nothern
ουρλιούνταν ξύπνησαν τα μκρά κι χίρσαν να κλαίν στα μπισίκια Οι μάνις να;nothern
κοιτούν να τα ησυχάσν κι οι άντρ ν αφκρούντι κι να κνούν τα κιφάλια λέουντας ;nothern
Κάνας πόλιμους κίν τσιν κι κρούν οι σάλπιγγις ;nothern
Ύστρα απου καμιά ώρα απόστασιν κι ου Βαγγέλτς κι στάματσιν να παίζ ;nothern
Κρέμασιν τ σάλπιγγα στου καρφί έφυγιν κι η παρέα τ στα σπίτια τς κι ώς τ χαραή;nothern
ησύχασαν όλα ;nothern
Μόλις έφιξιν σ κώθκιν η Τσιτσιώνα κι κίν τσιν στς γειτόν τσις να πεί τα;nothern
χαμπάρια για τουν Βαγγέλ Να λέει κι να ξαναλέει απου σπίτ σι σπίτ πότι σην;nothern
Κουκούλα πότι στ Νιάνια πότι στ Λένκου ;nothern
 Άκσιτι μάρ ιψέ τί καλά λαλούσιν ου Βαγγέλτς τ σάλπιγγα Μ έρχουνταν να;nothern
χουρέψου στ ανώι αλλα αντράπκα ν παρέα τ Τέτιου παίξιμου ούτι ου Τζιόλας μι;nothern
 57 ;nothern
του ζουρνά δέν παίζ Πώς τάμαθιν τόσα πράγματα στου στρατό δέ μπουρώ να;nothern
καταλάβου ;nothern
Πέρασαν κάμπουσις μέρις ησύχασαν τα πράγματα ιέμαθιν ου κόσμους π ;nothern
απουλύθκιν ου Βαγγέλτς απ του στρατό κι ικεί π κάθουνταν στ ανώι μάνα κι γιός;nothern
ένα μισ μέρ λέει η Τσιτσιώνα σά μάνα στου πιδί ;nothern
 Βαγγέλ πιδί μ τώρα π απουλύθκις είνι κιρός να παντριφτείς κι ισύ να;nothern
σ μαζουχτείς να φκιάεις τ φαμπλιά σ να ιδώ κι ιγώ κάνα αμψίδ να χαρώ ;nothern
 Δέν ήρθιν η ώρα μάρ μάνα ακόμα έχου κιρόν μπρουστά μ Δέ μι πήραν τα;nothern
χρόνια ;nothern
Ου Βαγγέλτς ζύγουνιν τα ιξήντα άν δέν τάχιν κιόλας πατήσ Η Τσιτσιώνα είχιν;nothern
τα θκά τς στου νού ου Βαγγέλτς έκαμνιν τα θκά τ κάθι βράδ απ τόνα;nothern
μπακάλ κου στ άλλου ώσπου τιριάζουνταν μεθούσε για τα καλά κι ύστρα πάινιν;nothern
στ ανώι ξικριμνούσιν τ σάλπιγγα κι έπιζιν τουν θκό τ του χαβά ;nothern
Σιγά σιγά χίρσιν να παίζ όχ μούνγκι του βράδ αλλα κι του μισ μέρ κι τ ;nothern
χαραή κι όπουτι τουν έρχουνταν όριξ ;nothern
Τουν έμαθιν ου μαχαλάς μκροί τρανοί τόσου πουλύ που άν καμιάφρα δέν;nothern
τουν άκουγαν ρουτούσιν ου ένας τουν άλλουν ;nothern
 Τί γίνγκιν ου Βαγγέλτς Τί έπαθιν κι δέ λάλτσιν σήμιρα Σύρτι να ρουτήστι ν;nothern
Τσιτσιώνα μήν αρρώσ τσιν τίπουτα Μήν έπαθιν κάτ ;nothern
Οι μκροί πάλι μαζώνουνταν στου σουκάκ κι άμα τουν ήγλιπαν νάρχιτι τουν;nothern
φώναζαν ;nothern
 Μπάρμπα παίξι μας ψίχα να χουρέψουμι κι όντας είχιν όριξ γιλούσιν κι;nothern
έπιζιν απου κάνα στ ανώι Άμα πάλι ήταν γινατιασμένους τς ήλιγιν ;nothern
 Σύρτι ρα στς μάνις σας μήν πααίν κάνας άλλους ;nothern
Μι τέτια κι αλλιώτ κα πιρνούσιν ου κιρός κι ν Τσιτσιώνα ν έτρουγιν του βάσανου ;nothern
πώς να παντρέψ τουν Βαγγέλ ;nothern
Είιδιν κι απούιδιν απ δέ γένουνταν τίπουτα σ κώθκιν κι πάει σν αξαδέρφη τς ;nothern
 ν Τσιάτσια Ξακουσμέν προυξιν τού είχιν αρραβουνιάσ κι παντρέψ τη μσή τ ;nothern
Σκΐρκα ;nothern
 58 ;nothern
Τάπαν τί είχαν να πούν κι απτικείν ν ώρα ανάλαβιν η Τσιάτσια να;nothern
αρραβουνιάσ τουν Βαγγέλ ή μι του καλό ή μι του ζόρ Καταφιρτζού ήταν ;nothern
έφκιασιν τόσις κι τόσις προυξινιές Στουν αμψιό τς χανα σκουντάψ ;nothern
Σκέπκιν μέτρησιν λουγάριασιν ποιό κουρίτσ τιριάζ καλύτιρα κι μιάν κι δυό;nothern
βρήκιν μιά μακρινή αμψιά τς απ του μακαρίτ τουν Νάννου τουν άντρα τς ν;nothern
Αφρατή τς Μαργούλας Καλή νοικουκυρά σ μαζουγμέν ταμάμ για τουν Βαγγέλ ;nothern
Κι δίχους χασουμέρια βρέθκιν στου σπίτ τς νύφς ;nothern
 Καλ μέρα σας Τί φκιάν τι Πώς είστι ;nothern
 Καλά μάνα κι θυγατέρα απουκρίθκαν κι ν πέρασαν μέσα στουν νουντά ;nothern
Έκατσαν Τσιάτσια κι Μαργούλα στα μιντιρλίκια τς κέρασιν η Αφρατή τουν;nothern
πιλτέ απου κίτιαρνα κουρόμπιλα τουν καφέ στου κατόπ κι χίρσαν να τα λέν ;nothern
 Πώς απτιδώ Τσιάτσια ρώτσιν η Μαργούλα ;nothern
 Σας ήφιρα έναν γαμπρό για ν Αφρατή απουκρίθκιν η Τσιάτσια Καλό πιδί ;nothern
Νοικουκύρς ατράνταχτους Μ όλα τα καλά Δουλιφτάρς Πρώτους σ όλα Ουότ ;nothern
χράζ για ν Αφρατή Να ζήσ καλά κι να φκιάσ τ φαμπλιά τς δίχους βάσανα κι;nothern
έγνις ;nothern
Η Αφρατή έκαμιν απούχιν δλειά στο μαϊρειό κι αφκρούνταν πίσου απ τουν;nothern
μπιρντέ ν ακούσ τί τα πούν η Τσιάτσια κι η μάνα τς ;nothern
 Κι ποιό είν αυτό του καλό του πιδί ρώτσιν η Μαργούλα τάχατ αδιαφόριτα ;nothern
 Ιά μάρ Μαργούλα ου Βαγγέλτς τς Τσιτσιώνας απούταν στου στρατό Ιέχ ;nothern
ουλίγουν κιρό π απουλύθκιν κι έχ μηναίου σίγουρου δέν τα ν πουνέσ του κιφάλ ;nothern
 ν Αφρατή για καντίπουτα ;nothern
Μόλις άκσιν η Αφρατή τ όνουμα πιτάθκιν απ τουν μπιρντέ σά να ν;nothern
τσιούμπσιν μύγα Σιβαίν στουν νουντά κι λέει ν Τσιάτσια ;nothern
 Ποιόν μάρ θειά μι λές ν αρραβουνιαστώ Αυτόν τουν μιθούκα π λαλάει τ ;nothern
σάλπιγγα μέρα νύχτα στ ανώι κι λαχτάρσιν όλου τουν μαχαλά Αυτός μάρ είνι;nothern
τρανύτιρους απ τουν μπαμπά μ ;nothern
 Ναί Αλλα έχ μηναίου απ του στρατό απουκρίθκιν η Τσιάτσια ;nothern
 Δέ μι λές μάρ θειά μιά κι λές έχ μηναίου δέν τουν παίρς ισύ πούσι κι χήρα;nothern
κι τιριάζ τι στα χρόνια απουκρίθκιν η Αφρατή ;nothern
Κάτ θέλτσιν να πεί η Μαργούλα σά μάνα μα τς πήριν σβάρνα η Αφρατή κιά;nothern
τς δυό Ήταν κι ψίχα χαλιαμού κι του μαζών η Τσιάτσια κακουθέλουντας;nothern
δρασκίλτσιν ν πόρτα Ούτι αντίου σας είπιν κι ούτι ουπίσου γύρσιν να τηρήσ ;nothern
 59 ;nothern
Πάει στραβά η προυξινιά χάλασιν η δλειά κι χίρσιν η Τσιάτσια να συλλουιέτι στουν;nothern
δρόμου άλλου κάνα κουρίτσ για τουν Βαγγέλ ;nothern
Πιρνούσαν οι μέρις οι βδουμάδις οι μήνις κι ν Τσιτσιώνα ν έτρουγιν του;nothern
μαράζ κι του βάσανου γιατι δέ μπουρούσιν ν αρραβουνιάσ τουν Βαγγέλ ;nothern
Κι αυτήν η Τσιάτσια ουόσις πόρτις βάρισιν ουόσις προυξινιές ήφιριν δέν;nothern
ταίριαζιν καμιάν Ουόλις οι νύφις κουσούρια ήβρισκαν στουν Βαγγέλ άλλην;nothern
απούταν πουλύ τρανός άλλην απ μιθούσιν άλλην του ένα άλλην τ άλλου Η;nothern
δλειά δέν πιρπατούσιν ;nothern
Η Τσιτσιώνα πάλι σά μάνα πούταν έβγινιν στου χουρατά κι όλου του;nothern
γυρόφιρνιν πώς να πινέσ τουν γιό τς να πεί τουν καλό τουν λόγου στς γειτόν τσις ;nothern
 Πώς μάρ να βριθεί μιά καλή νύφ για τουν Βαγγέλ Να ζήσ αρχουντάθκα ;nothern
μι του σπίτ κι του νοικουκυριό μι όλα τα καλά μι του μηναίου σίγουρου Να ιδεί;nothern
άσπρ μέρα ;nothern
Ουόλα αυτά τα μουλουγούσιν κι καρτιρούσιν τί απόκρισ τα πάρ Ώσπου μιά;nothern
